loss,dp,minDist,param1,param1,minRadius,maxRadius
0.013201524683132418,1.6234999895095825,19,135.51830237731338,0.6677081616871787,13,25
0.25529145619634946,2.1058476865291595,9,89.57832466671243,0.8578413426687832,6,32
0.6108649167932071,2.5722194015979767,15,49.774251129478216,0.824213055544968,18,35
0.0942390529610462,1.2291743652895093,5,180.9557272642851,0.5651966701282272,8,27
0.0014874957389444977,2.582478940486908,11,63.382206216454506,0.8185012430358225,11,39
0.0015184852335058416,2.8167984932661057,11,63.382206216454506,0.8185012430358225,11,39
0.0015184852335058416,2.8167984932661057,10,63.382206216454506,0.8185012430358225,11,39
0.055874058694102696,2.8167984932661057,10,162.39287273585796,0.8185012430358225,11,39
0.05249620378691624,2.8167984932661057,10,162.39287273585796,0.4721102175447191,11,39
0.05432458396603551,2.8167984932661057,10,162.39287273585796,0.4721102175447191,15,39
0.053085004183581766,2.8167984932661057,10,162.39287273585796,0.4721102175447191,15,29
0.216120735070811,2.7074668407440186,10,40.760740861296654,0.8885888691923101,7,38
0.9216275682543618,1.3199684657156467,18,106.8414556402713,0.605187223270518,19,39
0.6051008708047971,1.493831679224968,12,168.03851962089539,0.6782835517785613,5,20
0.5937897052899067,1.7446926869452,7,87.73874320834875,0.4291445626734491,15,20
0.059127955623043786,1.7300512194633484,18,161.60734182596207,0.8977431936213767,11,34
0.08897083888561777,1.3237059973180294,5,105.91330252587795,0.9566934310032644,16,34
0.10257522699804766,1.0832552015781403,5,105.91330252587795,0.9566934310032644,16,34
0.10257522699804766,1.0832552015781403,10,105.91330252587795,0.9566934310032644,16,34
0.12064210232731104,1.0832552015781403,10,37.433859791606665,0.9566934310032644,16,34
0.0130465772103257,1.0832552015781403,10,37.433859791606665,0.6912297949659243,16,34
0.9220614211782205,1.0832552015781403,10,37.433859791606665,0.6912297949659243,19,34
0.9215655892652391,1.0832552015781403,10,37.433859791606665,0.6912297949659243,19,29
0.17196070532089622,1.2110236613079906,8,102.18960346281528,0.7189982546158253,17,22
0.643310917598934,2.9627768583595753,12,134.83255874738097,0.7494388201087425,11,20
0.2936874399578543,1.637154683470726,17,193.38528738962486,0.7837430078902965,6,21
0.25467166630512256,2.8256547898054123,18,79.74589138582814,0.6969499261790448,7,37
0.0026341070377142147,1.455441176891327,15,101.37700868630782,0.34956705171393637,13,25
0.015494747280671852,1.118329112417996,19,51.24154588393867,0.8498608618165113,16,35
0.018872602187858314,1.9687596932053566,19,51.24154588393867,0.8498608618165113,16,35
0.018872602187858314,1.9687596932053566,16,51.24154588393867,0.8498608618165113,16,35
0.01564969475347857,1.9687596932053566,16,108.25784144550562,0.8498608618165113,16,35
0.014317146487340792,1.9687596932053566,16,108.25784144550562,0.8346225252606285,16,35
0.5976633921100747,1.9687596932053566,16,108.25784144550562,0.8346225252606285,18,35
0.5978183395828814,1.9687596932053566,16,108.25784144550562,0.8346225252606285,18,30
0.03312776968607642,2.6627529859542847,15,60.37097790837288,0.8008086604433147,16,28
0.257863584244941,2.259707996621728,17,86.03834982216358,0.868180576132626,6,34
0.5794105798134432,2.4872656017541885,5,107.23840640485287,0.3888204095392484,9,20
0.003253896928941089,2.430053321644664,7,37.076192423701286,0.7942264464356619,14,29
0.325575629861477,2.4565075263381004,6,186.1606550673023,0.8347590842893902,16,21
0.9244166227648827,1.157557800412178,10,121.59416877478361,0.4183940895459221,19,34
0.925439276085407,1.3781110793352127,10,121.59416877478361,0.4183940895459221,19,34
